loan_amount,income,credit_score,age,status
466500,8100,825,45-54,0
256500,7560,525,55-64,0
496500,13440,771,45-54,0
416500,6360,679,45-54,0
136500,1980,595,>74,0
206500,6060,765,45-54,0
776500,14760,709,45-54,1
106500,3060,597,55-64,1
66500,6780,589,55-64,0
216500,2700,779,55-64,0
326500,3720,797,45-54,0
456500,4380,748,45-54,0
396500,9600,550,55-64,0
446500,,775,35-44,0
256500,3540,654,55-64,0
126500,2520,768,55-64,0
326500,5460,610,55-64,0
356500,5160,706,65-74,0
286500,4860,765,<25,0
356500,11220,886,45-54,0
466500,,716,35-44,0
196500,7860,517,>74,1
366500,3600,659,45-54,0
686500,8220,624,45-54,0
156500,4380,881,<25,1
266500,,778,25-34,1
396500,8640,652,>74,1
406500,4560,864,>74,0
336500,7020,683,45-54,0
316500,7200,754,45-54,0
446500,7020,579,35-44,0
306500,5880,671,35-44,0
116500,2040,602,25-34,1
226500,,560,45-54,0
126500,3720,607,65-74,0
116500,4680,646,55-64,1
246500,4260,737,35-44,0
496500,4920,754,35-44,1
256500,8220,846,25-34,0
336500,8160,800,45-54,0
426500,8040,867,55-64,0
476500,189360,702,35-44,0
526500,6600,642,55-64,0
236500,13920,878,45-54,0
236500,4140,745,45-54,0
216500,3960,690,45-54,0
336500,3360,718,25-34,0
586500,9540,662,45-54,0
266500,2940,826,65-74,1
476500,0,539,55-64,1
446500,15600,579,55-64,0
486500,7980,829,35-44,1
166500,2160,715,55-64,0
276500,5700,750,65-74,1
406500,4680,693,25-34,0
366500,4380,692,25-34,0
236500,5160,782,65-74,0
126500,1440,863,>74,1
266500,8580,805,45-54,0
226500,2700,633,65-74,0
446500,6780,827,65-74,0
346500,4740,814,45-54,0
266500,6720,850,55-64,1
176500,3000,769,65-74,1
406500,,707,35-44,0
246500,3420,865,35-44,1
266500,7620,756,45-54,0
186500,2220,684,65-74,0
236500,4920,692,65-74,1
286500,2820,775,35-44,0
446500,5640,719,65-74,1
76500,2400,517,65-74,1
366500,4200,805,35-44,1
446500,6840,611,55-64,0
356500,4980,803,45-54,0
456500,5700,866,25-34,1
136500,2340,888,65-74,0
116500,2280,646,65-74,0
266500,8340,823,55-64,0
126500,2520,562,65-74,0
156500,3120,514,45-54,0
226500,5340,698,65-74,0
76500,2280,630,65-74,1
436500,5880,585,45-54,0
196500,3180,651,55-64,0
456500,14460,772,45-54,0
796500,9660,867,25-34,0
356500,7320,545,45-54,0
126500,7080,762,35-44,0
316500,5400,750,55-64,0
316500,7260,697,45-54,0
326500,6120,600,25-34,0
146500,2760,772,65-74,1
346500,4800,522,25-34,0
406500,17940,846,65-74,1
596500,8460,705,25-34,1
286500,3300,792,45-54,1
476500,,519,55-64,0
356500,6180,580,55-64,1
306500,5220,504,45-54,0
126500,3660,874,35-44,0
206500,5760,512,>74,0
276500,5340,668,35-44,0
276500,8040,853,55-64,0
296500,9840,821,25-34,0
726500,9300,503,65-74,0
436500,6060,862,45-54,0
86500,3360,737,55-64,0
486500,7320,571,65-74,1
76500,2940,548,65-74,0
196500,2760,716,55-64,0
476500,6360,599,45-54,0
306500,2880,854,>74,0
446500,16740,779,35-44,0
356500,14580,625,45-54,0
416500,5760,648,65-74,0
106500,1320,700,65-74,1
446500,7440,610,25-34,0
376500,4320,871,45-54,0
556500,8040,717,>74,0
176500,7140,657,55-64,1
86500,2400,586,>74,1
286500,6420,515,25-34,0
296500,6180,631,45-54,0
486500,,828,65-74,0
286500,4680,630,45-54,0
486500,7800,637,35-44,0
196500,7200,826,55-64,0
136500,6060,606,45-54,0
406500,7080,699,45-54,0
326500,2820,625,55-64,1
726500,10680,536,35-44,0
176500,8520,892,65-74,0
116500,4080,752,25-34,0
406500,3420,789,25-34,0
226500,5760,658,45-54,0
176500,,572,,1
156500,4020,534,65-74,0
206500,8100,791,45-54,0
456500,14580,552,45-54,0
286500,8280,616,35-44,0
596500,,784,65-74,0
216500,7500,619,35-44,0
316500,4500,634,>74,0
176500,4620,530,35-44,1
296500,9240,536,35-44,0
476500,6000,687,35-44,0
496500,9060,512,45-54,0
76500,2880,545,55-64,0
186500,4500,536,25-34,0
266500,5760,658,<25,0
126500,3660,548,55-64,1
466500,6600,784,35-44,0
376500,3300,633,55-64,0
126500,3000,564,45-54,1
86500,1860,696,55-64,0
236500,2100,637,25-34,0
636500,7800,735,35-44,0
156500,3000,648,65-74,0
246500,6900,653,45-54,1
376500,52080,866,65-74,0
586500,8100,872,45-54,1
266500,6000,819,35-44,0
216500,7560,839,45-54,0
176500,4380,691,35-44,0
326500,8760,731,45-54,0
236500,6480,634,55-64,0
216500,3180,840,25-34,0
126500,13680,723,45-54,1
286500,5820,875,55-64,0
196500,2040,879,35-44,0
186500,2760,579,35-44,1
316500,3660,646,35-44,0
106500,3420,824,65-74,1
226500,6240,593,>74,0
216500,3600,669,55-64,1
236500,2520,819,>74,0
476500,11940,729,35-44,0
266500,6720,602,>74,0
166500,3420,514,45-54,1
246500,5400,571,35-44,0
526500,,816,>74,0
296500,4260,524,>74,0
296500,10740,632,35-44,0
326500,6120,539,55-64,0
106500,1380,626,65-74,0
386500,14160,766,55-64,1
416500,10200,705,35-44,0
156500,4260,620,65-74,0
326500,4920,863,45-54,0
486500,7800,793,55-64,0
106500,1740,538,65-74,1
556500,12060,598,25-34,0
436500,7260,626,55-64,0
116500,7320,812,35-44,1
266500,5640,851,25-34,0
156500,2220,529,35-44,1
386500,4920,789,25-34,0
536500,7140,844,25-34,0
236500,2760,884,25-34,0
356500,4440,767,55-64,0
436500,7560,778,45-54,0
436500,9420,852,35-44,0
516500,4980,839,45-54,0
216500,6600,747,25-34,0
346500,,864,,1
226500,3240,837,35-44,0
616500,5460,672,35-44,0
606500,20280,628,45-54,1
76500,1860,702,65-74,0
526500,11400,579,<25,0
126500,4920,811,25-34,0
416500,8700,663,55-64,1
556500,6060,807,55-64,0
356500,6960,831,55-64,0
396500,6840,626,35-44,1
176500,3060,681,25-34,0
636500,7320,523,45-54,1
406500,9480,849,35-44,0
146500,5640,801,25-34,0
176500,2580,610,55-64,0
536500,5280,607,55-64,0
206500,3660,768,35-44,0
216500,7980,545,45-54,0
286500,,673,55-64,0
746500,25140,663,55-64,0
196500,10920,685,45-54,0
566500,9960,705,65-74,0
326500,,766,>74,0
216500,2160,805,55-64,1
416500,6120,685,45-54,0
276500,,855,45-54,1
106500,1620,861,55-64,0
626500,6180,861,>74,1
296500,5880,568,35-44,0
146500,2520,513,55-64,1
76500,2460,578,55-64,0
416500,14760,682,45-54,0
366500,5460,553,35-44,0
116500,4920,757,45-54,0
226500,6840,722,65-74,0
486500,6000,877,45-54,0
486500,4560,800,45-54,0
216500,3900,729,55-64,1
146500,5040,762,65-74,0
346500,11340,777,55-64,0
256500,10740,852,35-44,0
396500,8700,714,55-64,0
226500,5400,892,45-54,0
676500,11820,670,55-64,0
316500,26400,765,35-44,1
236500,2760,852,25-34,0
166500,2820,753,65-74,1
366500,11220,694,55-64,0
306500,420,665,35-44,1
396500,8820,898,55-64,0
366500,4080,674,25-34,0
336500,6240,733,45-54,0
736500,12540,826,35-44,0
446500,5280,847,25-34,0
236500,5940,780,25-34,1
226500,6660,638,55-64,0
256500,5400,644,55-64,0
556500,9840,885,25-34,0
136500,1920,759,25-34,1
426500,7200,719,45-54,0
266500,12900,598,45-54,0
226500,3900,501,45-54,1
246500,2880,614,45-54,0
276500,13560,508,45-54,0
256500,6720,553,45-54,0
166500,2820,669,65-74,0
276500,3720,512,65-74,0
586500,8160,888,45-54,0
446500,4800,794,65-74,0
266500,6600,636,45-54,1
146500,4860,591,65-74,1
156500,2940,798,65-74,0
286500,5400,856,45-54,0
516500,4260,771,65-74,0
126500,1200,523,35-44,0
246500,4740,890,65-74,0
136500,3240,597,>74,0
276500,3600,724,35-44,1
96500,2040,728,45-54,1
426500,9540,548,35-44,0
616500,13680,794,55-64,0
146500,1920,596,>74,0
716500,,783,45-54,0
216500,6120,887,65-74,0
426500,9000,854,35-44,0
316500,4380,566,45-54,0
206500,6000,891,65-74,1
256500,3060,671,>74,1
266500,5040,607,>74,0
726500,11100,536,35-44,0
476500,6060,583,35-44,1
246500,7680,619,45-54,0
316500,17760,506,55-64,0
596500,12240,568,45-54,0
426500,6360,822,35-44,0
426500,38220,744,65-74,0
446500,5100,720,55-64,0
896500,12420,764,55-64,0
126500,2220,698,65-74,1
186500,2940,525,35-44,0
386500,5400,847,55-64,0
316500,5400,718,55-64,0
466500,6600,802,25-34,0
556500,13440,592,25-34,0
156500,1800,566,>74,0
556500,7440,630,35-44,0
306500,10800,526,35-44,0
476500,17460,783,45-54,0
236500,2940,867,65-74,1
126500,2580,758,55-64,0
156500,2700,705,25-34,0
406500,6960,559,>74,0
566500,6960,752,35-44,0
286500,4020,725,45-54,0
406500,8100,683,55-64,1
146500,3720,599,35-44,0
416500,5100,899,25-34,1
486500,10320,629,65-74,1
266500,4800,686,55-64,0
366500,5220,665,<25,1
186500,2040,694,>74,0
196500,3600,850,35-44,1
296500,,566,45-54,0
406500,11700,671,55-64,0
506500,,732,35-44,0
276500,6540,743,65-74,0
536500,10560,581,65-74,0
156500,6120,796,35-44,0
216500,5880,559,55-64,0
106500,2220,877,45-54,0
246500,4620,835,35-44,0
346500,8880,552,25-34,1
276500,2700,586,25-34,0
296500,4920,590,65-74,0
726500,13020,513,45-54,0
236500,7920,805,45-54,0
166500,5280,631,65-74,1
226500,6420,569,45-54,0
696500,12240,529,25-34,0
246500,4260,581,45-54,0
546500,5280,533,25-34,1
206500,5580,819,35-44,0
326500,5880,807,45-54,0
406500,10020,790,35-44,0
376500,4680,894,55-64,0
396500,8040,571,35-44,0
176500,5040,771,45-54,0
206500,1740,827,65-74,0
836500,0,682,55-64,1
256500,3240,781,55-64,1
276500,4260,661,65-74,0
226500,3300,718,>74,0
396500,5700,547,25-34,0
276500,7620,695,45-54,1
166500,1800,748,65-74,0
276500,4980,645,55-64,0
556500,9120,710,45-54,0
346500,4980,897,35-44,0
136500,4260,794,45-54,1
446500,9660,500,35-44,0
426500,5160,542,>74,0
106500,1620,757,65-74,1
296500,9060,750,35-44,0
496500,11820,654,45-54,0
196500,5520,853,55-64,0
376500,5100,855,35-44,1
476500,7980,800,>74,1
186500,3480,881,65-74,0
356500,7500,707,35-44,1
436500,11100,594,45-54,0
566500,22680,511,65-74,1
276500,3300,668,55-64,1
356500,4680,553,45-54,0
576500,8040,685,35-44,0
336500,5520,657,25-34,0
156500,2880,849,45-54,0
126500,960,697,35-44,1
126500,1680,745,65-74,0
486500,23580,734,45-54,1
106500,10800,544,55-64,0
406500,5700,890,55-64,0
336500,3780,797,55-64,1
176500,5040,661,55-64,0
256500,7740,813,55-64,0
396500,7380,838,65-74,0
346500,7080,684,45-54,0
606500,9060,633,45-54,0
206500,3240,878,35-44,0
116500,2460,828,65-74,1
206500,15960,732,65-74,0
146500,2400,544,65-74,1
256500,9420,872,25-34,0
716500,7920,808,45-54,0
226500,3180,722,55-64,0
406500,7800,600,35-44,0
416500,6240,859,35-44,0
276500,3780,772,45-54,0
236500,4140,734,35-44,0
146500,2940,811,35-44,0
306500,3720,604,25-34,1
336500,4860,853,35-44,1
246500,6480,546,35-44,1
286500,5700,520,35-44,0
406500,3720,678,25-34,0
406500,4560,650,25-34,0
576500,5880,720,55-64,0
526500,6660,522,45-54,0
686500,11280,842,55-64,0
226500,2640,874,45-54,0
476500,5340,578,25-34,0
486500,7680,741,55-64,0
166500,6240,731,35-44,0
466500,7560,860,45-54,0
216500,2820,500,35-44,0
456500,4860,753,>74,0
286500,26520,871,45-54,0
536500,8040,675,25-34,0
616500,11640,810,55-64,0
216500,0,652,25-34,1
226500,5340,682,65-74,0
426500,7260,752,55-64,0
626500,20580,700,55-64,0
456500,9060,533,25-34,0
386500,8760,798,45-54,0
286500,8640,673,55-64,1
376500,12060,797,45-54,0
136500,4020,640,65-74,0
116500,1800,839,25-34,1
326500,7200,755,55-64,0
406500,7380,711,45-54,1
256500,4080,653,35-44,0
166500,4380,763,45-54,0
286500,,672,25-34,0
546500,6180,801,35-44,0
546500,6120,676,25-34,0
246500,2820,645,65-74,0
356500,4020,716,25-34,0
186500,5760,830,65-74,1
256500,4080,579,55-64,0
306500,12000,784,45-54,0
316500,,652,55-64,0
546500,42600,620,35-44,0
406500,4200,704,25-34,0
286500,,634,45-54,0
226500,3360,892,65-74,1
426500,6840,711,45-54,0
356500,,774,65-74,0
176500,2400,624,55-64,0
226500,5340,661,55-64,1
206500,,805,65-74,0
76500,2340,819,55-64,0
806500,9120,644,35-44,1
166500,4260,851,45-54,0
176500,7920,525,55-64,0
496500,6600,856,35-44,1
196500,5760,757,45-54,0
226500,5100,857,65-74,0
176500,2340,521,65-74,0
526500,8160,666,25-34,0
256500,3900,777,35-44,0
316500,5460,708,65-74,0
86500,3660,807,65-74,0
236500,5340,781,65-74,0
506500,,587,25-34,0
116500,3780,689,45-54,0
426500,8700,541,25-34,0
436500,6360,545,65-74,0
196500,3780,877,65-74,0
176500,5700,700,55-64,0
436500,,844,45-54,0
276500,5940,883,45-54,0
76500,1260,539,65-74,1
296500,6780,890,55-64,0
356500,4800,809,45-54,0
226500,8400,644,45-54,0
566500,8100,721,35-44,0
486500,14280,666,45-54,0
206500,6780,604,45-54,0
376500,5640,744,35-44,0
236500,5460,868,55-64,1
636500,,720,25-34,0
86500,3300,685,25-34,1
366500,6000,817,55-64,0
136500,3000,874,55-64,0
236500,5880,533,35-44,0
196500,2700,834,55-64,1
116500,2340,624,45-54,1
136500,3000,840,35-44,0
176500,4080,555,35-44,0
156500,,841,>74,0
306500,,681,35-44,1
176500,3840,621,55-64,0
476500,6480,746,35-44,0
386500,10800,707,45-54,0
206500,4500,892,25-34,0
596500,13560,781,55-64,0
96500,1500,669,55-64,1
136500,5280,517,35-44,0
516500,7080,867,55-64,0
156500,1680,783,65-74,0
346500,5280,658,25-34,0
556500,6960,546,55-64,1
326500,5520,583,45-54,0
146500,2640,898,35-44,0
346500,6000,832,45-54,1
396500,4500,784,65-74,1
136500,15000,654,55-64,1
296500,9060,884,45-54,0
136500,1680,743,65-74,0
496500,12780,670,35-44,0
156500,2820,725,35-44,1
306500,9720,737,35-44,0
246500,5160,802,35-44,0
326500,3840,515,65-74,0
406500,13380,513,55-64,0
686500,6540,628,35-44,1
346500,5700,777,45-54,0
356500,,823,45-54,0
446500,5340,870,35-44,0
1386500,25980,501,65-74,0
506500,8520,597,35-44,0
256500,3000,744,25-34,0
166500,6000,873,35-44,1
256500,3060,571,45-54,0
246500,,877,65-74,0
446500,5940,839,45-54,0
426500,18000,826,65-74,1
556500,3420,852,45-54,0
346500,3000,695,55-64,1
226500,6360,665,45-54,0
236500,5100,697,55-64,0
126500,2040,570,55-64,0
536500,11640,625,55-64,0
446500,8220,662,35-44,0
566500,7200,739,35-44,0
866500,12240,821,45-54,1
216500,2640,600,>74,0
166500,2340,787,45-54,0
726500,14220,861,35-44,0
476500,6000,613,65-74,0
456500,5340,638,35-44,0
976500,32220,640,55-64,0
266500,2760,526,45-54,0
516500,13620,520,35-44,0
326500,6540,661,35-44,0
166500,2760,720,65-74,0
126500,2040,515,35-44,0
156500,4620,809,45-54,1
436500,10560,707,65-74,0
496500,13140,603,35-44,0
176500,2460,680,65-74,1
316500,3300,539,35-44,0
696500,10380,802,25-34,0
556500,9780,539,35-44,0
326500,6300,654,55-64,0
476500,7140,701,45-54,0
126500,1860,843,45-54,0
126500,1860,755,45-54,1
726500,12900,891,25-34,0
176500,8460,886,25-34,1
196500,14400,648,>74,0
206500,2460,850,55-64,0
226500,3660,567,35-44,0
376500,7020,876,55-64,0
326500,3180,622,65-74,0
206500,3300,599,>74,0
296500,3720,531,25-34,0
156500,3000,673,45-54,0
426500,4440,574,45-54,0
216500,4980,676,55-64,0
386500,5820,671,45-54,0
186500,2760,552,55-64,1
276500,5580,538,35-44,0
206500,3360,579,45-54,1
426500,9360,891,45-54,0
176500,3060,742,45-54,0
426500,4020,762,35-44,0
676500,9000,575,25-34,1
166500,3120,673,55-64,0
186500,2700,745,25-34,0
216500,5460,752,55-64,0
356500,12660,547,65-74,0
436500,6300,556,45-54,0
226500,4860,685,45-54,0
276500,7800,893,55-64,1
156500,11280,786,65-74,0
346500,6720,662,55-64,0
156500,2640,750,55-64,0
136500,3000,610,55-64,1
256500,8520,781,45-54,0
236500,4620,757,45-54,0
926500,10260,675,35-44,0
156500,3300,700,55-64,0
126500,1260,573,65-74,0
526500,9540,657,35-44,0
386500,17220,529,45-54,0
76500,840,813,55-64,1
136500,3060,816,25-34,0
296500,2280,724,55-64,1
186500,7680,604,55-64,1
156500,7800,660,35-44,0
696500,11640,638,25-34,1
406500,62940,526,65-74,0
306500,12240,741,55-64,1
326500,,762,45-54,0
316500,7740,767,25-34,0
576500,7920,542,45-54,0
336500,8160,669,25-34,1
166500,10380,515,45-54,0
526500,6600,700,35-44,0
246500,4020,884,>74,0
396500,4500,719,25-34,0
486500,7260,822,>74,0
206500,9180,548,>74,0
476500,15060,853,35-44,0
676500,6780,850,55-64,0
106500,1560,889,45-54,0
506500,10560,667,55-64,0
436500,4680,663,35-44,1
216500,4320,690,45-54,0
436500,4800,834,35-44,0
256500,2940,692,55-64,1
786500,8640,505,65-74,0
416500,4920,515,55-64,0
186500,3900,547,45-54,0
396500,19080,839,45-54,0
156500,1920,760,65-74,0
206500,1920,716,45-54,1
286500,2880,539,65-74,0
296500,4800,883,35-44,1
316500,6900,646,35-44,0
276500,5340,643,45-54,0
206500,2700,607,65-74,0
356500,5520,784,35-44,0
126500,3240,682,>74,1
726500,18840,656,55-64,0
286500,3000,605,55-64,1
316500,5160,666,45-54,0
216500,4500,604,55-64,0
186500,2640,897,45-54,0
96500,5040,847,55-64,0
206500,4380,583,55-64,0
156500,5340,647,45-54,0
596500,15360,505,25-34,0
236500,3120,686,55-64,0
276500,4560,605,<25,0
186500,3000,889,45-54,0
256500,5400,615,35-44,0
186500,7980,551,45-54,1
66500,6360,574,55-64,1
186500,5580,517,25-34,0
96500,2400,744,25-34,1
56500,2760,637,25-34,1
306500,4740,880,45-54,0
306500,6300,702,35-44,1
426500,10980,645,55-64,0
316500,11280,726,45-54,1
766500,15420,519,45-54,0
176500,3480,711,35-44,0
246500,4320,647,55-64,0
76500,2940,549,55-64,0
186500,3780,635,55-64,0
436500,5520,773,35-44,0
476500,8160,700,45-54,0
226500,4740,776,65-74,0
326500,3180,567,65-74,0
156500,3000,717,45-54,1
386500,4920,853,65-74,1
156500,1860,678,>74,1
346500,6900,753,55-64,0
336500,7980,731,45-54,0
446500,8280,743,25-34,1
186500,3480,655,65-74,0
116500,2040,739,45-54,0
476500,7740,837,45-54,1
146500,1980,678,55-64,0
236500,,683,35-44,1
276500,9300,574,35-44,0
366500,3720,878,25-34,1
206500,14400,574,45-54,1
346500,6600,626,35-44,0
156500,3360,833,45-54,0
186500,3900,810,35-44,0
486500,6660,568,45-54,1
676500,13320,807,35-44,0
266500,4740,635,45-54,0
236500,4560,774,65-74,0
366500,6900,849,55-64,0
456500,6540,707,35-44,0
1176500,18060,518,35-44,1
186500,5220,749,45-54,0
286500,4260,649,25-34,1
296500,5100,801,55-64,0
226500,6360,542,35-44,0
196500,7380,709,35-44,0
2006500,38640,837,45-54,1
216500,3720,847,25-34,1
376500,7260,778,35-44,1
336500,5040,761,45-54,0
156500,27360,556,35-44,0
166500,2340,532,65-74,1
186500,4260,582,65-74,0
486500,9240,891,35-44,0
276500,4680,762,55-64,0
536500,,742,35-44,0
106500,3360,812,55-64,1
236500,9120,817,55-64,1
216500,5460,531,65-74,0
126500,1920,710,65-74,1
136500,4080,693,35-44,0
486500,5880,507,35-44,0
376500,,680,25-34,0
156500,2580,658,65-74,0
296500,7500,518,55-64,0
386500,7800,563,45-54,1
206500,3000,603,45-54,1
396500,5760,714,55-64,1
476500,6480,550,35-44,0
466500,7200,568,45-54,0
266500,4020,897,45-54,0
196500,8400,616,35-44,0
536500,14280,822,55-64,0
436500,17700,625,45-54,0
376500,4260,747,45-54,0
426500,9900,520,55-64,0
216500,2160,884,65-74,0
196500,3540,603,55-64,0
186500,7620,611,55-64,0
476500,7680,662,25-34,1
586500,14760,844,35-44,0
476500,8460,790,25-34,0
306500,8040,660,55-64,1
436500,8160,575,35-44,0
286500,0,630,55-64,1
246500,4980,527,65-74,0
356500,5100,670,25-34,0
306500,6120,876,35-44,0
106500,3480,689,45-54,0
746500,3660,840,45-54,1
206500,11040,667,35-44,0
536500,10560,596,25-34,0
566500,11580,815,45-54,0
436500,8880,520,45-54,0
286500,6420,572,35-44,0
256500,4020,869,55-64,0
316500,5760,716,55-64,0
266500,10560,548,45-54,1
496500,13020,700,55-64,1
516500,5280,893,25-34,0
466500,7500,644,<25,1
226500,5460,806,25-34,0
186500,3240,551,55-64,0
106500,1080,739,65-74,1
606500,9060,841,45-54,0
126500,2340,606,45-54,0
576500,6300,774,35-44,0
196500,4020,763,65-74,0
156500,3900,561,25-34,0
146500,3060,550,35-44,1
266500,5100,654,65-74,0
256500,18660,811,65-74,0
536500,6360,863,45-54,0
396500,10740,745,35-44,0
326500,4980,809,65-74,0
546500,9720,684,35-44,0
426500,5460,576,45-54,1
226500,5940,843,35-44,0
436500,4800,559,55-64,0
736500,12000,502,35-44,0
186500,3480,712,45-54,0
446500,6120,567,35-44,0
546500,0,596,35-44,1
186500,2700,886,65-74,0
216500,6300,658,45-54,0
296500,5700,793,65-74,1
406500,3480,766,45-54,1
206500,5640,723,65-74,0
236500,7740,762,35-44,0
296500,6300,729,45-54,0
306500,5280,639,55-64,0
296500,12300,502,65-74,1
96500,1080,899,65-74,1
216500,3960,693,25-34,0
436500,8760,753,>74,1
136500,2040,635,45-54,0
386500,4800,760,25-34,0
206500,6720,822,55-64,0
456500,10680,839,35-44,0
306500,5040,530,35-44,0
116500,1380,600,65-74,0
306500,7500,695,35-44,1
556500,7200,500,35-44,1
456500,6840,579,55-64,1
176500,3300,530,>74,1
196500,5280,666,65-74,0
636500,7440,570,55-64,0
206500,3960,821,65-74,0
676500,6600,512,25-34,0
426500,15000,722,55-64,0
146500,,768,>74,0
136500,5520,675,>74,1
306500,3420,671,25-34,0
416500,11880,873,45-54,0
696500,9240,592,25-34,0
186500,4740,775,35-44,0
436500,9420,653,45-54,0
486500,14760,764,25-34,0
406500,9960,667,35-44,0
576500,0,751,45-54,1
726500,8160,678,35-44,0
426500,12480,791,55-64,1
406500,9420,883,55-64,0
586500,8760,701,35-44,0
676500,12660,866,35-44,0
546500,15060,552,35-44,0
116500,2880,557,65-74,0
216500,2700,835,65-74,1
486500,5040,623,45-54,0
496500,9300,623,25-34,0
386500,10440,682,65-74,0
106500,2400,605,>74,1
336500,7560,511,35-44,0
136500,3960,540,45-54,1
96500,2100,556,25-34,1
306500,3060,894,65-74,0
336500,11460,789,45-54,0
166500,4860,652,65-74,0
486500,9780,882,45-54,1
206500,6000,760,55-64,1
156500,,546,45-54,0
406500,,808,25-34,0
196500,6060,601,<25,1
466500,6840,627,45-54,0
176500,2880,616,35-44,0
326500,6960,536,35-44,0
56500,7200,633,65-74,1
566500,16740,710,55-64,1
376500,7740,818,45-54,0
286500,4860,784,25-34,0
176500,3180,699,>74,0
386500,11340,757,45-54,0
346500,4500,701,35-44,1
226500,2880,689,55-64,0
396500,8460,886,45-54,0
76500,2520,686,55-64,0
486500,7080,563,>74,0
76500,3660,687,65-74,0
86500,1500,720,>74,0
306500,15120,802,35-44,0
486500,8400,614,55-64,0
426500,7740,684,25-34,0
446500,,892,35-44,0
316500,7500,656,55-64,0
56500,7740,840,35-44,0
106500,2400,754,45-54,1
446500,8160,614,35-44,0
156500,4560,768,55-64,1
196500,2580,575,65-74,1
586500,8940,626,55-64,0
76500,5400,785,65-74,0
486500,7560,826,35-44,0
446500,7740,561,35-44,0
266500,6000,804,45-54,0
266500,3240,691,55-64,0
716500,13920,504,35-44,0
86500,2280,510,65-74,1
366500,16440,515,55-64,0
486500,6300,632,45-54,0
86500,3060,588,55-64,1
566500,6720,690,55-64,0
206500,4500,524,25-34,0
116500,2820,785,45-54,0
146500,6120,730,55-64,1
156500,1920,576,>74,0
86500,3720,751,<25,0
466500,6300,735,35-44,1
356500,4140,573,55-64,0
236500,4620,882,55-64,1
